answer,correct_option,id,options,problem,type
-0.001 m/s^2,A,MCQ_50_1,"['-0.001 m/s^2', '-0.001026 m/s^2', '-0.001832 m/s^2', '-0.0015 m/s^2']","The true wind blows at 30.0° to the right of the geostrophic wind. Given that the geostrophic wind speed is 20.0 m/s, determine the rate at which the wind speed changes. Assume f=0.0001 s^-1.",Atmospheric Dynamics
"North: 250.0 km,
South: inf,
East: 500.0 km,
West: 500.0 km",D,MCQ_51_1,"['North: 750.0 km,\nSouth: inf,\nEast: 1500.0 km,\nWest: 1500.0 km', 'North: 500.0 km,\nSouth: 5096.0 km,\nEast: 910.0 km,\nWest: 910.0 km', 'North: 15.0 km,\nSouth: 15.0 km,\nEast: 15.0 km,\nWest: 15.0 km', 'North: 250.0 km,\nSouth: inf,\nEast: 500.0 km,\nWest: 500.0 km']","Calculate the radii of curvature for the paths of air parcels situated 500.0 km in the east, north, south, and west directions from the center of a circular low-pressure system. The system is progressing eastward at 15.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 15.0 m/s.",Atmospheric Dynamics
"R_t_initial: North: 250.0 km,
South: inf km,
East: 500.0 km,
West: 500.0 km,
V_grad: North: 10.55 m/s,
South: 15.0 m/s,
East: 12.08 m/s,
West: 12.08 m/s,
Fractional_Error: North: 4.45 %,
South: 0.0 %,
East: 0.0 %,
West: 0.0 %",A,MCQ_52_1,"['R_t_initial: North: 250.0 km,\nSouth: inf km,\nEast: 500.0 km,\nWest: 500.0 km,\nV_grad: North: 10.55 m/s,\nSouth: 15.0 m/s,\nEast: 12.08 m/s,\nWest: 12.08 m/s,\nFractional_Error: North: 4.45 %,\nSouth: 0.0 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 234.0 km,\nSouth: 888.0 km,\nEast: 370.0 km,\nWest: 370.0 km,\nV_grad: North: 8.73 m/s,\nSouth: 10.71 m/s,\nEast: 9.54 m/s,\nWest: 9.54 m/s,\nFractional_Error: North: 2.8 %,\nSouth: 1.69 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 125.0 km,\nSouth: inf km,\nEast: 250.0 km,\nWest: 250.0 km,\nV_grad: North: 8.8 m/s,\nSouth: 15.0 m/s,\nEast: 10.55 m/s,\nWest: 10.55 m/s,\nFractional_Error: North: 8.79 %,\nSouth: 0.0 %,\nEast: 0.0 %,\nWest: 0.0 %', 'R_t_initial: North: 15.0 km,\nSouth: 15.0 km,\nEast: 15.0 km,\nWest: 15.0 km,\nV_grad: North: 26.27 m/s,\nSouth: 27.04 m/s,\nEast: 26.65 m/s,\nWest: 26.65 m/s,\nFractional_Error: North: 18.61 %,\nSouth: 45.64 %,\nEast: 0.0 %,\nWest: 0.0 %']","Calculate the radii of curvature for the paths of air parcels situated 500.0 km to the east, north, south, and west of the center of a circular low-pressure system, respectively. The system is traveling eastward at 15.0 m/s. Assume geostrophic flow with a constant tangential wind speed of 15.0 m/s. Next, compute the normal gradient wind speeds for the four air parcels using the calculated radii of curvature. Compare these speeds with the geostrophic speed. (Let f=0.0001 s^-1). Utilize the gradient wind speeds determined here to recalculate the radii of curvature for the four air parcels. Use these updated estimates of the radii of curvature to recalculate the gradient wind speeds for the four air parcels. What is the fractional error in the radii of curvature when using the geostrophic wind approximation in this scenario? (Note that additional iterations could be performed, but they would quickly converge.)",Atmospheric Dynamics
7.66 K,B,MCQ_55_1,"['22.99 K', '7.66 K', '15.33 K', '8.31 K']","The planet Venus rotates so slowly around its axis that we can reasonably assume the Coriolis parameter is zero. In the case of steady, frictionless motion along latitude circles, the momentum equation (2.20) simplifies to a cyclostrophic balance form: 
u^2 * tan(φ) / a = -(1 / ρ) * (∂p / ∂y).

By converting this expression into isobaric coordinates, demonstrate how the thermal wind equation can be represented as:
ω_r^2(p1) - ω_r^2(p0) = -(R * ln(p0 / p1)) / (a * sin(φ) * cos(φ)) * (∂⟨T⟩ / ∂y),
where R is the gas constant, a is the planet's radius, and ω_r ≡ u / (a * cos(φ)) is the relative angular velocity.

How should the vertically averaged temperature ⟨T⟩ change with latitude to ensure that ω_r is solely a function of pressure?

Given that the zonal velocity at approximately 60 km altitude above the equator (p1 = 290000.0 Pa) is 100.0 m/s and the zonal velocity is zero at the planet's surface (p0 = 9500000.0 Pa), what is the difference in the vertically averaged temperature between the equator and the pole, assuming ω_r depends only on pressure? The radius of the planet is a = 6100000.0 m, and the gas constant is R = 187.0 J/(kg*K).",Atmospheric Dynamics
-852.0 km,C,MCQ_56_1,"['-426.0 km', '-1622.0 km', '-852.0 km', '-10.0 km']","Consider a scenario where, during the passage of a cyclonic storm, the isobars have a radius of curvature of 800.0 km at a location where the wind is veering at a rate of -10.0° per hour. Determine the radius of curvature of the path of an air parcel moving over this station. (The wind speed is 20.0 m/s.)",Atmospheric Dynamics
"850: -1.01 cm/s,
700: -1.96 cm/s,
500: -3.19 cm/s,
300: -3.8 cm/s,
100: 0.76 cm/s",B,MCQ_59_1,"['907: 1.49 cm/s,\n784: 3.33 cm/s,\n651: 6.8 cm/s,\n544: 11.32 cm/s,\n328: 30.33 cm/s', '850: -1.01 cm/s,\n700: -1.96 cm/s,\n500: -3.19 cm/s,\n300: -3.8 cm/s,\n100: 0.76 cm/s', '1000: -2.28 cm/s,\n0.0: inf cm/s,\n-1.0: -6153.69 cm/s,\n850: 1.97 cm/s,\n0.6: 7757.11 cm/s', '2550: 31.21 cm/s,\n2100: 31.3 cm/s,\n1500: 39.71 cm/s,\n900: 79.87 cm/s,\n300: 349.14 cm/s']","The table below illustrates the horizontal wind divergence at different pressure levels above a specific station.

| Pressure ${\mathbf{hPa}}$ | ${\boldsymbol{\nabla} \cdot \mathbf{V} \mathbf{( \times \mathbf { 10 } ^ { - \mathbf { 5 } } \mathbf {s} ^ { \mathbf { - 1 } } )}}$ |
| :---: | :---: |
| 1000 | 0.9 |
| 850 | 0.6 |
| 700 | 0.3 |
| 500 | 0.0 |
| 300 | -0.6 |
| 100 | -1.0 |

Determine the vertical velocity at each pressure level, assuming the atmosphere is isothermal with a temperature of 260 K, and that $w=0$ at 1000 hPa.",Atmospheric Dynamics
0.96 cm/s,D,MCQ_60_1,"['-11.97 cm/s', '-177.78 cm/s', '27.91 cm/s', '0.96 cm/s']","Assume the lapse rate at the 850 hPa level is 4 K km^-1. Given that the temperature at a specific location is dropping at a rate of -2.0 K h^-1, with a westerly wind blowing at 10.0 m s^-1, and the temperature declines towards the west at 5.0 K per 100 km, determine the vertical velocity at the 850 hPa level using the adiabatic method.",Atmospheric Dynamics
2.344 s^-1,C,MCQ_61_1,"['0.146 s^-1', '0.039 s^-1', '2.344 s^-1', '0.009 s^-1']","What is the change in relative vorticity for a fluid column in a rotating cylinder when it is relocated from the tank's center to 50 cm away from the center? The cylinder rotates at 20 revolutions per minute, with the fluid depth at the center being 10 cm, and the fluid starts in solid-body rotation.",Physical Oceanography
"(a): -79.2 km,
(b): 137.1 km",C,MCQ_63_1,"['(a): -540.4 km,\n(b): 1213.8 km', '(a): -237.5 km,\n(b): 411.4 km', '(a): -79.2 km,\n(b): 137.1 km', '(a): -69.6 km,\n(b): 394.9 km']","(a) What latitudinal displacement is required for a zonal ring of air, initially stationary relative to Earth's surface at 60.0° latitude and an altitude of 100.0 km, to develop an easterly (east to west) velocity of 10.0 m/s with respect to Earth's surface? 
(b) To achieve the same velocity, how high must it be moved vertically? 
Consider the atmosphere to be frictionless.",Atmospheric Dynamics
"a: 6283.0 cm^2/s,
b: 6.67 s^-1,
c: 0.0667 s^-1,
d: -0.6667 cm/s",C,MCQ_64_1,"['a: 8455.0 cm^2/s,\nb: 6.31 s^-1,\nc: 0.0035 s^-1,\nd: -0.0204 cm/s', 'a: 2199.0 cm^2/s,\nb: 9.33 s^-1,\nc: 0.5333 s^-1,\nd: -2.6667 cm/s', 'a: 6283.0 cm^2/s,\nb: 6.67 s^-1,\nc: 0.0667 s^-1,\nd: -0.6667 cm/s', 'a: -6283.0 cm^2/s,\nb: 6.67 s^-1,\nc: 0.0667 s^-1,\nd: -0.6667 cm/s']","Within a cylindrical annulus with permeable walls, having an inner radius of 10.0 cm, an outer radius of 20.0 cm, and a 10.0 cm depth, the horizontal motion is constant with respect to height and azimuth. This motion is described by the formulas u=7-0.2r and v=40+2r, where u and v denote the radial and tangential velocity components in cm/s, oriented outward and counterclockwise, respectively, with r being the radial distance from the annulus center in cm. Given that the fluid is incompressible, determine 
(a) the circulation around the annular ring, 
(b) the mean vorticity within the annular ring, 
(c) the mean divergence inside the annular ring, and 
(d) the mean vertical velocity at the top of the annulus, assuming it is zero at the bottom.",Geophysics
1.42 m/s,A,MCQ_65_1,"['1.42 m/s', '59.11 m/s', '0.62 m/s', '2.73 m/s']","Assume that the mass of air in an entraining cumulus updraft grows exponentially with altitude, described by $m=m_{0} e^{z / H}$, where H is 8.0 km and $m_{0}$ signifies the mass at a baseline level. Given that the updraft speed is 3.0 m/s at a height of 2.0 km, determine its speed at 8.0 km, considering the updraft maintains zero net buoyancy.",Atmospheric Physics
"geopotential_difference: 750.0 m^2/s^2,
balance_distance_km: 135.7 km",C,MCQ_66_1,"['geopotential_difference: 1500.0 m^2/s^2,\nbalance_distance_km: 271.4 km', 'geopotential_difference: 3000.0 m^2/s^2,\nbalance_distance_km: 271.4 km', 'geopotential_difference: 750.0 m^2/s^2,\nbalance_distance_km: 135.7 km', 'geopotential_difference: 300.0 m^2/s^2,\nbalance_distance_km: 203.5 km']","In certain hurricanes, the azimuthal velocity component is noted to have a radial dependence expressed as $v_{\lambda}=V_{0}\left(r_{0} / right)^{2}$, applicable for distances $r \geq r_{0}$ from the center. Given $V_{0}=50.0 \mathrm{~m} \mathrm{~s}^{-1}$ and $r_{0}=50.0 \mathrm{~km}$, determine the total geopotential difference between the far field $(r ightarrow \infty)$ and $r=r_{0}$, under the assumption of gradient wind balance and $f_{0}=5e-05 \mathrm{~s}^{-1}$. Additionally, identify the distance from the center where the Coriolis force equals the centrifugal force.",Atmospheric Dynamics
-625001.0 kg/s^2,B,MCQ_67_1,"['-4330133.0 kg/s^2', '-625001.0 kg/s^2', '-1250003.0 kg/s^2', '547887.0 kg/s^2']","10.8. Determine the surface torque per unit horizontal area applied to the atmosphere by topography given the following surface pressure and height distribution:

p_{s}=p_{0}+\hat{p} \sin k x, \quad h=\hat{h} \sin (k x-\gamma)

where p_{0}=1000 hPa, \hat{p}=10 hPa, \hat{h}=2500 m, \gamma=0.5236 rad, and k=1 /(a \cos \phi). Here, \phi=0.7854 radians denotes the latitude, and a represents the Earth's radius. Provide the result in \mathrm{kg} \mathrm{s}^{-2}.",Atmospheric Dynamics
6690.5 m,A,MCQ_69_1,"['6690.5 m', '20071.5 m', '7339.5 m', '31300.6 m']","Consider a scenario where the temperature rises linearly with altitude in the region from 20 to 50 km at a rate of 2 K/km. Given that the temperature at 20 km is 200 K, determine the scale height H such that the log-pressure height z aligns with the actual height at 50 km. (Assume z matches the actual height at 20 km and let g be constant.)",Atmospheric Physics
"s1: 87.5 m/s,
s2: 48.6 m/s,
s3: 28.0 m/s",A,MCQ_70_1,"['s1: 87.5 m/s,\ns2: 48.6 m/s,\ns3: 28.0 m/s', 's1: 32.9 m/s,\ns2: 31.8 m/s,\ns3: 30.2 m/s', 's1: 14.7 m/s,\ns2: 6.8 m/s,\ns3: 3.8 m/s', 's1: 927.5 m/s,\ns2: 0.5 m/s,\ns3: 2315209.9 m/s']","12.2. Determine the Rossby critical velocities corresponding to zonal wave numbers 1, 2, and 3 (i.e., for these wavelengths along a latitude circle). Assume the motion is on a $\beta$-plane centered at 45°, with a scale height of $H=7.0$ km, buoyancy frequency $N=0.02$ s⁻¹, and an infinite meridional scale $(l=0)$.",Atmospheric Dynamics
"Geopotential fluctuation: 200.0 m^2/s^2,
Vertical velocity fluctuation: 0.00157 m/s",C,MCQ_71_1,"['Geopotential fluctuation: 800.0 m^2/s^2,\nVertical velocity fluctuation: 0.00888 m/s', 'Geopotential fluctuation: 0.016 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s', 'Geopotential fluctuation: 200.0 m^2/s^2,\nVertical velocity fluctuation: 0.00157 m/s', 'Geopotential fluctuation: 826.8 m^2/s^2,\nVertical velocity fluctuation: 0.02277 m/s']","Determine the fluctuations in geopotential and vertical velocity for a Kelvin wave characterized by a zonal wave number of 1.0, a phase speed of 40.0 m/s, and a zonal velocity perturbation amplitude of 5.0 m/s. Assume $N^2 = 0.0004 \text{s}^{-2}$.",Atmospheric Dynamics
"(a): Geopotential fluctuation: 200.0 m^2/s^2,
Vertical velocity fluctuation: 0.00157 m/s,
(b): Vertical momentum flux: 0.00392 kg/m/s",C,MCQ_72_1,"['(a): Geopotential fluctuation: 74.4 m^2/s^2,\nVertical velocity fluctuation: 0.00361 m/s,\n(b): Vertical momentum flux: 0.00216 kg/m/s', '(a): Geopotential fluctuation: 600.0 m^2/s^2,\nVertical velocity fluctuation: 0.00816 m/s,\n(b): Vertical momentum flux: 0.02039 kg/m/s', '(a): Geopotential fluctuation: 200.0 m^2/s^2,\nVertical velocity fluctuation: 0.00157 m/s,\n(b): Vertical momentum flux: 0.00392 kg/m/s', '(a): Geopotential fluctuation: 0.0004 m^2/s^2,\nVertical velocity fluctuation: 0.0 m/s,\n(b): Vertical momentum flux: 0.0 kg/m/s']","(a) Determine the geopotential and vertical velocity variations for a Kelvin wave characterized by a zonal wave number 1.0, a phase speed of 40.0 m/s, and a zonal velocity perturbation amplitude of 5.0 m/s. Assume that $N^2 = 0.0004$ s$^{-2}$.

(b) For the scenario described in Part (a), calculate the vertical momentum flux $M \equiv ho_0 \overline{u' w'}$. Demonstrate that $M$ remains constant with height.",Atmospheric Dynamics
-16.98 m/day,D,MCQ_74_1,"['-28.3 m/day', '-1.7 m/day', '-54.63 m/day', '-16.98 m/day']","Calculate the TEM residual vertical velocity in the westerly shear region of the equatorial QBO, given that radiative cooling is modeled as Newtonian cooling with a 20-day relaxation time, the vertical shear is 20 m/s over 5 km, and the meridional half-width is 12° latitude.",Atmospheric Dynamics
-3.333 %,C,MCQ_75_1,"['-3.767 %', '-1.667 %', '-3.333 %', '-6.667 %']","Considering that gravity's acceleration decreases with elevation from the Earth's center according to an inverse square law, calculate the percentage change in $g$ from the Earth's surface to a height of 100000.0 km.",Geophysics
201.6 hPa,D,MCQ_76_1,"['262.2 hPa', '-11883.4 hPa', '20.2 hPa', '201.6 hPa']","In a distant galaxy, there exists a planet with an atmosphere identical to Earth's, except it lacks moisture. The planet's troposphere is kept neutrally stable to vertical shifts through convection, while the stratosphere is in radiative equilibrium with a consistent temperature of -80°C, and the temperature remains continuous across the tropopause. Given a surface pressure of 1000 hPa and an equatorial surface temperature of 32°C, determine the pressure at the equatorial tropopause.",Atmospheric Dynamics
0.19 ,B,MCQ_77_1,"['0.381 ', '0.19 ', '0.076 ', '1.511 ']","Evaluate the dry-adiabatic lapse rate on Jupiter in relation to Earth's, considering that the gravitational acceleration on Jupiter is 26.0 m/s^2 and its atmosphere is predominantly hydrogen, resulting in a different c_p value.",Atmospheric Physics
"Surface: 0.01257 kg/m^3,
Altitude: 0.000173 kg/m^3",B,MCQ_79_1,"['Surface: 0.01728 kg/m^3,\nAltitude: 8.2e-05 kg/m^3', 'Surface: 0.01257 kg/m^3,\nAltitude: 0.000173 kg/m^3', 'Surface: 0.0 kg/m^3,\nAltitude: 0.000173 kg/m^3', 'Surface: 0.00017 kg/m^3,\nAltitude: 0.012572 kg/m^3']","Utilizing (i) the equation that connects the saturation vapor pressure of $ \mathrm{H}_{2} \mathrm{O} $ with temperature $ T $, and (ii) the water vapor equation of state $ e = \rho_{v} R_{v} T $, determine the maximum water vapor content per unit volume that air can accommodate at the surface, where $ T_{s}=288 \mathrm{~K} $, and at an altitude of 10 km where $ T_{10} \mathrm{~km}=220 \mathrm{~K} $. Provide your results in $\mathrm{kg} \mathrm{m}^{-3} $.",Atmospheric Physics
6.91 km,D,MCQ_80_1,"['13.82 km', '8.25 km', '20.72 km', '6.91 km']","Spectroscopic data indicate that an atmospheric column with a water vapor mass exceeding 3.0 kg/m^2 is opaque to the 'terrestrial' waveband. Considering that water vapor generally has a density of 0.01 kg/m^3 at sea level and diminishes vertically following e^(-z/3.0), where z represents the height above the surface and b is approximately 3.0 km, determine the height at which the atmosphere becomes transparent to terrestrial radiation.",Atmospheric Physics
"(1): 13.904 cm/hr,
10.476 cm/hr,
(2): 61.724 cm",A,MCQ_1_2,"['(1): 13.904 cm/hr,\n10.476 cm/hr,\n(2): 61.724 cm', '(1): 13.429 cm/hr,\n10.861 cm/hr,\n(2): 52.589 cm', '(1): 9.14 cm/hr,\n0.152 cm/hr,\n(2): 10.292 cm', '(1): 4.64 cm/hr,\n2.85 cm/hr,\n(2): 24.166 cm']","The initial rate of infiltration of a watershed is estimated as 14.3 cm/hr, the final capacity is 0.9 cm/hr, and the time constant, k is 0.06 hr^-1. Assume rainfall intensity is always excessive, use Horton's equation to find

(1) The infiltration capacity at t=0.5 hr and t=5.6 hr;

(2) The total volume of infiltration between t=0.5 hr and t=5.6 hr.
        ",Hydrology
