answer,id,problem,type
$C_{P}=1-\left\{4 \sin ^{2} \theta+\frac{2 \Gamma \sin \theta}{\pi R U}+\frac{\Gamma^{2}}{4 \pi^{2} R^{2} U^{2}}\right\}$,FPOP_13_5,"The velocity potential for the flow around a cylinder is expressed as

$$
\phi=\left(\mathrm{r}+\frac{R^{2}}{r}\right) U \cos \theta-\frac{\Gamma \theta}{2 \pi}
$$

Determine the positions of the stagnation points for:
a. $\Gamma=\pi R U$
b. $\Gamma=8 \pi R U$",Physical Oceanography
lift per length $=407 \mathrm{~N} \mathrm{~m}^{-1}$,FPOP_13_6,"The potential function describing the flow around a sphere in a uniform rectilinear stream is given by:

$$
\phi=U \cos \theta\left[r+\frac{R^{3}}{2 r^{2}}\right]
$$

Given that the sphere's radius is 50 cm, the fluid in motion is water, and the undisturbed flow velocity is $5 \mathrm{~ms}^{-1}$, determine the dynamic pressure on the sphere's surface at $\theta=180^{\circ}$ and $270^{\circ}$.",Physical Oceanography
$\mu=0.050 \mathrm{~N}-\mathrm{s} \mathrm{m}^{-2}$,FPOP_14_1,"A flat plate measuring 10 cm by 30 cm slides parallel to a flat surface at a distance of 0.2 cm, creating a laminar flow of fluid between the two plates. Given that the upper plate moves at a velocity of $1 \mathrm{~m} \mathrm{~s}^{-1}$ and that a force of 0.75 N is necessary to move it, determine the fluid's viscosity.",Hydrology
$t=17.9 \mathrm{~s}$,FPOP_14_2,A fluid with viscosity $\boldsymbol{\mu}=0.001 \mathrm{~N} \mathrm{~s} \mathrm{~m}^{-2}$ flows laminar between two horizontal parallel plates that are 1 cm apart. Determine the pressure difference in the fluid along a 100 m path if the velocity halfway between the plates is $30 \mathrm{~m} \mathrm{~s}^{-1}$.,Hydrology
force per length $=\frac{\rho g \pi}{2}\left[2 a^{2}+\frac{a b(b-a)}{\ln (a / b)}\right]+\frac{\mathrm{Vb}}{\ln (a / b)}$,FPOP_14_3,"A hapless gnat is caught at the surface of a glycerine layer, which is 2 mm thick and flows steadily over a smooth plane inclined at $20^{\circ}$. Determine the time it will take for the gnat to travel 10 cm down the incline.",Physical Oceanography
"(a) $\delta=2.65 b, \delta^{*}=0.688 b, \theta=0.302 b$; (b) $\frac{\partial u}{\partial y}=\frac{U}{b}$",FPOP_15_1,"Consider a boundary layer velocity profile described by

$$
u(y)=U \tanh \frac{y}{b} \quad 0 \leq y \leq \infty
$$

(a) Determine $\delta, \delta^{*}$, and $\theta$ expressed in terms of $b$.
(b) Determine the slope of the curve at $y=0$.",Atmospheric Dynamics
$\delta=1.01 \mathrm{~m}$,FPOP_15_2,"Air with a kinematic viscosity of $1.5 \times 10^{-5} \mathrm{~m}^{2} \mathrm{~s}^{-1}$ moves over a flat plate at a speed of $3 \mathrm{~m} \mathrm{~s}^{-1}$, with no angle of attack.  
a. How far from the leading edge does the flow become almost certainly turbulent?  
b. What is the thickness of the (laminar) boundary layer just before reaching this point?",Atmospheric Dynamics
$L_{E}=3.01 \mathrm{~m}$ (turbulent flow),FPOP_15_3,"A gust of wind at $10 \mathrm{~m} \mathrm{~s}^{-1}$ moves across a large, flat roof. Assuming a boundary layer starts forming at the roof's edge, what thickness would it reach 100 m downwind? (In reality, atmospheric boundary layers are not influenced by a leading edge distance but are affected by surface roughness.)",Atmospheric Dynamics
"\quad$ (a) 45.8 thousand, (b) 45.8 thousand",HHSWP_1_2,"With the given census data, predict the population for the year 2020 utilizing (a) the graphical extension technique, and (b) the most suitable mathematical approach.

| Year | Population (thousands) |
| :---: | :---: |
| 1980 | 35.8 |
| 1990 | 38.3 |
| 2000 | 40.8 |
| 2010 | 43.3 |",Hydrology
\quad 39.8$ years,HHSWP_1_4,"A reservoir for water supply has an annual capacity of $25 \times 10^{3}$ acre-ft. It currently serves a city with a population of 60,000, anticipated to grow to 100,000 over the next 20 years. In how many years will the city's demand surpass the reservoir's capacity? Consider the population growth as arithmetic and an average daily water usage of 160 gallons per person. Ignore any losses.",Hydrology
\quad 112.5$ years,HHSWP_1_6,"A town currently has a population of 28,000. In 20 years, the population is projected to grow to 38,000. The anticipated maximum population is 80,000. Currently, the total water usage is estimated at 4.0 million gallons daily. The treatment facility can handle 9.2 million gallons daily. Calculate how many years from now the water consumption will reach its maximum design capacity under current usage trends if the town experiences a decreasing growth rate.",Hydrology
"(a) 284.1 million, (b) $P_{t} \frac{284.1}{128.59 e^{0.029 t}} \quad$ (c) 246 million",HHSWP_1_7,"The population data for the continental United States are given below. Find (a) the maximum population capacity, (b) the logistic curve equation, and (c) the estimated population for the year 2020.

| Year | Population (millions) |
| :---: | :---: |
| 1840 | 9.6 |
| 1920 | 76.0 |
| 2000 | 225.1 |",Hydrology
\quad$ (a) 118.69 thousand (b) 110 thousand,HHSWP_1_8,"A city provides the following census data. Fit a logistic curve to this dataset and find (a) the saturation population, and $(\mathbf{b})$ the population in the year 2020.

| Year | Population (thousands) | Year | Population (thousands) |
| :--- | :--- | :--- | :--- |
| 1880 | 15.0 | 1950 | 67.8 |
| 1890 | 20.0 | 1960 | 78.0 |
| 1900 | 25.0 | 1970 | 83.4 |
| 1910 | 32.0 | 1980 | 91.8 |
| 1920 | 40.0 | 1990 | 96.6 |
| 1930 | 47.5 | 2000 | 103.2 |
| 1940 | 58.8 |  |  |",Hydrology
"Flow 1000 gpm , duration 1 hr
$\mathbf{1 . 1 3} \quad 0.24 \mathrm{mgd}$",HHSWP_1_12,A neighborhood features standard single-family timber houses with a floor area of $3000 \mathrm{ft}^{2}$. Calculate the fire demand and the duration it lasts for the area.,Hydrology
\quad 0.18 \mathrm{mgd}$,HHSWP_1_14,"A four-story industrial building, constructed to be noncombustible and fire resistive, has a floor area of $5000 \mathrm{ft}^{2}$ per level. Calculate the overall fire demand for the building.",Hydrology
\quad 0.21 \mathrm{mgd}$,HHSWP_1_15,"Calculate the fire flow for a wood frame building with four stories, where each story has an area of $100 \mathrm{~m}^{2}$. This building is linked to a six-story structure made of noncombustible materials with no resistance rating, with each story having an area of $90 \mathrm{~m}^{2}$. A firewall separates the two structures.",Hydrology
"(a) 13.05 mgd (b) 13.05 mgd (c) 13.05 mgd (d) low 17.4 mgd , high 26.11 mgd (e) $19.58 \mathrm{mgd}(\mathbf{f}) 24.43 \mathrm{mgd}$",HHSWP_1_16,"A community with a population of 50,000 has an average daily municipal water usage of 145 gpcd. The most significant building in the area is a three-story timber-framed residence with a 1-hour fire resistance rating and a total floor space of $5000 \mathrm{ft}^{2}$. Calculate the design flow for the following components:
a. Development of the groundwater source
b. Conduit leading to the treatment facility
c. Water treatment facility
d. Pumping facility
e. Distribution network
f. Service reservoir, considering a working storage of 2.5 mgd and emergency storage for three days",Hydrology
"municipal 95.7 mgd, manufacturing 132.3 mgd , thermal 235.92 mgd , dilution 7445.2 mgd",HHSWP_1_17,"In the year 2000, the water usage for a city with a population of 500,000 was distributed as follows:

| Municipal: | 87 mgd |
| :--- | :--- |
| Industries: |  |
| $\quad$ Manufacturing | 115 mgd |
| $\quad$ Thermal power | 210 mgd |
| Waste dilution: | 6.59 bgd (billion gallons/day) |

By 2015, it is anticipated that the population will grow by $10 \%$, industries by $15 \%$, and thermal power production will increase by 100 MW compared to the base year. Calculate the water requirements for each sector, maintaining the current level of waste treatment. Assume a plant capacity factor of 0.6.",Hydrology
\quad 30.29 \mathrm{in}$.,HHSWP_1_18,"At Boise, Idaho, with a latitude of $43^{\circ} 54^{\prime} \mathrm{N}$ and zip code 83702, the average long-term monthly temperatures are given below:

| Month | Temp. $\left({ }^{\circ} \mathrm{F}\right)$ | Month | Temp. $\left({ }^{\circ} \mathrm{F}\right)$ |
| :--- | :--- | :--- | :--- |
| Jan. | 27.9 | July | 72.5 |
| Feb. | 33.6 | Aug. | 71.0 |
| Mar. | 41.4 | Sept. | 61.2 |
| Apr. | 49.1 | Oct. | 50.1 |
| May | 56.1 | Nov. | 39.7 |
| June | 64.5 | Dec. | 30.4 |

Determine the seasonal water use for an alfalfa crop with a growing period from April 1 to September 15. Apply a plant factor of 1.",Hydrology
"1.21

| Month | Jan | Feb | Mar | Apr | May | June | July | Aug | Sept | Oct | Nov | Dec | Total |
| :--- | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| Gross demand | 9.95 | 17.05 | 31.53 | 27.15 | 10.26 | 14.62 | 31.67 | 55.96 | 25.65 | 13.88 | 14.02 | 9.65 | 261.39 |
| acre-ft $\times 10^{3}$ |  |  |  |  |  |  |  |  |  |  |  |  |  |
",HHSWP_1_21,"An irrigation scheme covers a region of 100,000 acres. The distribution of crops is as follows: wheat, $40 \%$; potatoes, $30 \%$; grain sorghum, $35 \%$; and citrus, $25 \%$. The table below provides data on the monthly consumptive use and effective irrigation for these crops. Additionally, irrigation applied before crop growth and soil moisture withdrawals for certain months are specified. The on-farm irrigation efficiency is $65 \%$, and the off-farm conveyance efficiency is $85 \%$. Calculate the monthly water diversions and overall irrigation requirement.

| Item | Jan. | Feb. | Mar. | Apr. | May | June | July | Aug. | Sept. | Oct. | Nov. | Dec. |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| $R$ (in.) | 0.8 | 0.9 | 1.5 | 1.9 | 1.7 | 2.5 | 4.5 | 3.2 | 2.1 | 1.4 | 0.6 | 0.5 |
| Wheat |  |  |  |  |  |  |  |  |  |  |  |  |
| $U$ (in.) | 2.1 | 3.2 | 5.95 | 5.70 |  |  |  |  |  | 1.5 | 1.75 | 1.40 |
| PP (in.) |  |  |  |  |  |  |  |  | 2.2 |  |  |  |
| SM (in.) |  |  |  | 1.5 |  |  |  |  |  |  |  |  |
| Potatoes |  |  |  |  |  |  |  |  |  |  |  |  |
| $U$ (in.) |  |  |  |  | 1.52 | 3.65 | 8.58 | 8.53 | 4.95 |  |  |  |
| PP (in.) |  |  |  | 3.00 |  |  |  |  |  |  |  |  |
| SM (in.) |  |  |  |  |  |  |  | 0.50 | 2.0 |  |  |  |
| Grain sorghum |  |  |  |  |  |  |  |  |  |  |  |  |
| $U$ (in.) |  |  |  |  |  | 2.04 | 5.36 | 6.59 | 3.43 | 1.39 | 0.49 |  |
| PP (in.) |  |  |  |  | 1.0 |  |  |  |  |  |  |  |
| SM (in.) |  |  |  |  |  |  |  |  |  |  |  |  |
| Citrus |  |  |  |  |  |  |  |  |  |  |  |  |
| $U$ (in.) | 1.35 | 1.75 | 2.75 | 4.1 | 4.4 | 5.0 | 6.8 | 7.5 | 5.9 | 4.9 | 2.5 | 1.6 |
| PP (in.) |  |  |  |  |  |  |  |  |  |  |  |  |
| SM (in.) |  |  |  |  |  |  |  |  |  |  |  |  |
| Abbreviations: |  |  |  |  |  |  |  |  |  |  |  |  |
| $\mathrm{R}=$ effective rainfall <br> $\mathrm{U}=$ consumptive use <br> $\mathrm{PP}=$ irrigation applied prior to crop growth <br> SM = soil moisture withdrawal |  |  |  |  |  |  |  |  |  |  |  |  |",Hydrology
\quad$ (a) 4214 kW (b) $25.7 \times 10^{6} \mathrm{kWh}$ (c) 0.7,HHSWP_1_22,"Evaluate the Housatonic River near New Milford Town, Connecticut, using the flow-duration data presented below. The site has an average head of 25 ft. Analyze the site in terms of (a) potential capacity, (b) annual energy production, and (c) plant capacity factor.

| Flow (cfs) | 450 | 930 | 1180 | 1370 | 1680 | 1950 | 2180 | 2360 |
| :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| Percent of time flow exceeded | 100 | 90 | 80 | 70 | 50 | 30 | 20 | 15 |",Hydrology
\quad$ (a) 2595.7 kW (b) $8.89 \times 10^{6} \mathrm{kWh} (c) 0.39 (d) 66\% $,HHSWP_1_23,"At the West Oswegatchie River location in Harrisville, New York, the flow-duration data is as follows. The average head is 15 m. Evaluate the site for (a) possible capacity, (b) yearly energy production, and (c) plant capacity factor.

| Flow $\left(\mathrm{m}^{3} / \mathrm{s}\right)$ | 40 | 30 | 21 | 15.5 | 10 | 7 | 2.2 | 1 |
| :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: | :---: |
| Percent of time flow exceeded | 9 | 12 | 15 | 19 | 28 | 47 | 85 | 100 | 

(d) If the plant capacity factor is raised to 0.65 through storage capacity, calculate the percentage increase in the annual energy output.",Hydrology
\quad 138.9 \mathrm{~m}^{3} / \mathrm{s}$,HHSWP_2_4,"At a point upstream on a river, the flow rate is $100 \mathrm{~m}^{3} / \mathrm{s}$, while at a point downstream, the flow rate is $120 \mathrm{~m}^{3} / \mathrm{s}$. Over the course of one hour, the river's storage decreases by $70,000 \mathrm{~m}^{3}$. Given that the flow rate upstream increases to $120 \mathrm{~m}^{3} / \mathrm{s}$ after one hour, determine the flow rate downstream after the same period.",Hydrology
"no runoff

$2.8
| Month | Jan. | Feb. | Mar. | Apr. | May |
| :--- | :--- | :--- | :--- | :--- | :--- |
| Moisture storage, in. | 6.96 | 7.82 | 9.13 | 8.98 | 7.86 |
| Groundwater storage, in. | 2.276 | 2.083 | 1.932 | 1.795 | 1.658 |
| Groundwater recharge, in. | 0.026 | 0.036 | 0.062 | 0.060 | 0.045 |
| Direct runoff, cfs | 0.144 | 0.204 | 0.350 | 0.340 | 0.255 |
| Groundwater discharge, cfs | 6.62 | 6.71 | 5.62 | 5.40 | 4.82 |
",HHSWP_2_6,"Throughout a two-hour storm, a 100-acre region experiences 1.2 inches of precipitation. The infiltration rate remains steady at 0.4 inches per hour. With depression storage at 20 acre-feet, is there any runoff? If so, what is the amount? Ignore evaporation occurring during the storm.",Hydrology
\quad 4.77$ in.,HHSWP_2_10,"Consider the following rainfall data for five stations within a basin for the month of August. Calculate the missing rainfall for August 2015 at station A.

| Station | Average for August (in.) | Recorded in August 2015 (in.) |
| :--- | :--- | :--- |
| A | 4.5 | ? |
| B | 3.0 | 3.5 |
| C | 2.0 | 1.9 |
| D | 2.5 | 2.7 |
| E | 4.8 | 5.0 |",Hydrology
Breakpoint at 2009; data from 1999 to 2008 are adjusted by a factor of 0.78 .,HHSWP_2_11,"Here are the precipitation figures from October to April for six different locations. Verify the consistency of the data from station A and make the necessary adjustments to represent the current conditions.

| Year | Precipitation for October to April (in.) |  |  |  |  |  |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- |
|  | Station A | Station B | Station C | Station D | Station E | Station F |
| 1999 | 13.75 | 16.31 | 14.04 | 14.15 | 15.16 | 15.13 |
| 2000 | 20.22 | 20.79 | 21.85 | 21.06 | 17.16 | 22.23 |
| 2001 | 18.74 | 21.89 | 18.30 | 21.93 | 18.08 | 20.61 |
| 2002 | 20.27 | 20.26 | 17.13 | 19.04 | 22.27 | 22.29 |
| 2003 | 15.17 | 20.18 | 19.41 | 17.23 | 19.42 | 16.69 |
| 2004 | 17.13 | 14.36 | 17.37 | 15.58 | 13.78 | 18.84 |
| 2005 | 15.22 | 19.75 | 21.18 | 13.52 | 18.29 | 16.76 |
| 2006 | 18.71 | 19.98 | 18.34 | 15.90 | 14.27 | 20.58 |
| 2007 | 12.14 | 13.57 | 13.01 | 14.40 | 15.83 | 13.35 |
| 2008 | 18.50 | 21.17 | 17.64 | 21.05 | 16.99 | 20.35 |
| 2009 | 23.36 | 24.43 | 23.44 | 27.43 | 16.11 | 25.69 |
| 2010 | 9.50 | 13.88 | 19.86 | 16.16 | 15.98 | 10.45 |
| 2011 | 11.83 | 18.21 | 15.24 | 14.30 | 17.56 | 13.02 |
| 2012 | 13.40 | 18.48 | 21.23 | 17.65 | 18.48 | 14.74 |
| 2013 | 11.23 | 17.41 | 16.95 | 18.03 | 13.58 | 12.36 |
| 2014 | 13.14 | 17.49 | 20.11 | 13.05 | 16.44 | 14.45 |",Hydrology
"(b) Breakpoint at 2004, (c) 367 mm , (d) 312 mm",HHSWP_2_12,"The yearly precipitation levels at station X along with the average annual precipitation for 12 neighboring stations are listed on the subsequent page.  
a. Evaluate whether the data from station X is consistent.  
b. Identify the year when the breakpoint (shift in pattern) took place.  
c. What is the uncorrected average annual flow at station X?  
d. Calculate the corrected mean annual flow based on the latest regime conditions.  
e. Draw the double-mass curve using the adjusted data.  

| Annual Precipitation (mm) |  |  | Annual Precipitation (mm) |  |  |
| :--- | :--- | :--- | :--- | :--- | :--- |
| Year | Station X | 12-Station Mean | Year | Station X | 12-Station Mean |
|  |  |  | 2000 | 447 | 325 |
| 1986 | 517 |  | 2001 | 396 | 442 |
| 1987 | 264 |  | 2002 | 385 | 364 |
| 1988 | 462 |  | 2003 | 308 | 299 |
| 1989 | 397 | 338 | 2004 | 319 | 429 |
| 1990 | 275 | 299 | 2005 | 352 | 430 |
| 1991 | 385 | 390 | 2006 | 429 | 455 |
| 1992 | 378 | 338 | 2007 | 275 | 338 |
| 1993 | 337 | 340 | 2008 | 330 | 377 |
| 1994 | 407 | 339 | 2009 | 253 | 364 |
| 1995 | 385 | 364 | 2010 | 407 | 442 |
| 1996 | 638 | 520 | 2011 | 374 | 429 |
| 1997 | 358 | 338 | 2012 | 330 | 455 |
| 1998 | 350 | 312 | 2013 | 308 | 438 |
| 1999 | 290 | 286 | 2014 | 297 | 325 |",Hydrology
"Intensity (in./hr) of duration
| Period | 5 min. | 10 min. | 15 min. | 20 min. | 30 min. |
| :--- | :---: | :---: | :---: | :---: | :---: |
| $5-\mathrm{yr}$ | 4.24 | 3.6 | 2.96 | 2.50 | 1.80 |
| $3-\mathrm{yr}$ | 3.78 | 3.0 | 2.50 | 2.16 | 1.56 |
$2.18
| Duration, hr |  |  |  |  |
| :--- | :--- | :--- | :--- | :--- |
| 6 | 12 | 24 | 48 | 72 |
| Depth, in. |  |  |  |  |
| 26.0 | 30.3 | 33.5 | 37.5 | 38.0 |
| 18.3 | 21.8 | 25.0 | 29.3 | 30.8 |
| 13.0 | 15.8 | 20.0 | 23.3 | 24.5 |
| 8.3 | 11.3 | 14.0 | 17.5 | 18.5 |
",HHSWP_2_17,"Using the precipitation data for different durations provided in Example 2.6, construct the intensity-duration-frequency curves for return periods of 5 years and 3 years.",Hydrology
"(a) 10.5 mm (b) 10.13 mm (c) \quad 10.6 \mathrm{~mm} /$ day, (d) \quad 7.64 \mathrm{~mm} /$ day, (e)\quad 8.48 \mathrm{~mm} /$ day",HHSWP_3_1,"Near a reservoir, pan measurements recorded the following data on a specific day. Calculate the daily evaporation using (a) the basic formula with $K=0.7$, and (b) the modified formula, with $K^{\prime}=1.5$ at 4 m.

1. Pan evaporation $=15 \mathrm{~mm}$
2. Average air temperature at $4 \mathrm{~m}=23^{\circ} \mathrm{C}$
3. Highest reservoir temperature $=18^{\circ} \mathrm{C}$
4. Lowest reservoir temperature $=15^{\circ} \mathrm{C}$
5. Highest pan temperature $=24^{\circ} \mathrm{C}$
6. Lowest pan temperature $=18^{\circ} \mathrm{C}$
7. Relative humidity $=47 \%$. (c) Use the aerodynamic method of evaporation at 4 m to solve the problem if the wind speed is $23 \mathrm{~m} / \mathrm{s}$ at 4 m level and $C_{E}=1.3 \times 10^{-3}$ at 4 m. (d) Resolve the problem for evaporation using the energy balance method. The Bowen ratio is 0.1, $n / N=0.85$, and the location is at $70^{\circ} \mathrm{N}$ latitude, with an extraterrestrial radiation of $42.5 \mathrm{MJ} / \mathrm{m}^{2}$ day. Ignore the soil heat index. (e) Determine the evaporation by the combination method, utilizing data from parts c and d.",Hydrology
